Formula,Dosef,Hform,Natoms,Mass,Energy,Smax,Fmax,Volume,Gap_wo_soc,Bandgap
BrSbSe,0,-0.444,3,280.635,-10.806,0,0,280.557,1.191,1.069
Hf2Cl2Se2,2.721,-1.476,6,585.822,-34.402,0,0,408.353,0,0
Mn2Cl2Se2,2.907,-0.685,6,338.718,-34.081,0,0,391.433,0,0
Zr2Cl2Se2,2.788,-1.582,6,411.29,-34.832,0,0,416.419,0,0
Li2H2O2,0,-1.584,6,47.894,-30.179,0,0,244.074,3.947,3.935
Na2Ni2P2,5.06,-0.375,6,225.314,-30.087,0,0,283.048,0,0
VSSe,0.586,-0.794,3,161.972,-18.467,0,0,168.265,0,0.013
Ag2Cl2Se4,0,-0.237,8,602.52,-25.078,0,0,791.961,1.39,1.34
Cu2Cl2Se4,0,-0.304,8,513.876,-27.284,0,0,701.004,0.856,0.829
NiZrI6,0,-0.628,8,911.344,-28.548,0,0,799.454,1.004,0.851
Pb3Br2Se2,0,-0.654,7,939.35,-25.986,0,0.009,538.628,1.417,0.896
Hf3Br2O5,0,-2.824,10,775.273,-79.549,0,0.01,619.817,3.571,3.448
Ir4S5Se3,0,-0.374,12,1166.081,-72.429,0,0.009,753.452,0.825,0.75
Zr2Cl2N,1.142,-1.772,5,267.355,-35.589,0.001,0.007,211.71,0,0
Pb2I2S,0,-0.594,5,700.269,-17.524,0,0.009,373.918,1.567,0.929
Ir2BrClS2,0,-0.396,6,563.908,-32.452,0,0.008,400.683,1.091,1.089
Pb2Br3I,0,-0.818,6,781.016,-18.66,0,0.01,623.031,2.971,1.955
Cu5SnAs2Cl5I3S4,12.413,-0.345,20,1272.487,-68.338,0,0.009,1417.035,0,0
Sn2Se2,0,-0.389,4,395.362,-16.633,0,0,323.335,1.012,0.923
Zr2Br5Cl,0,-1.398,8,617.418,-35.698,0,0.006,699.159,0.378,0.371
Hf3Br3GeTe5,7.813,-0.805,12,1485.812,-57.468,0,0.007,1044.597,0,0
Hf4Br3ClN4,0,-1.742,12,1045.15,-90.876,0.001,0.01,618.545,2.111,2.076
Nb3TaCl4S4,4.284,-1.223,12,729.707,-78.929,0,0.006,683.884,0,0
NbNi3Se6,2.794,-0.397,10,742.813,-56.936,0,0.009,670.013,0,0
Ti2BrClS2,1.037,-1.354,6,275.208,-33.028,0,0.01,442.709,0,0
BaBrCl,0,-2.354,3,252.681,-12.261,0,0.008,369.988,5.201,5.091
YBrSe,0,-1.886,3,247.781,-15.416,0,0.006,271.093,3.177,3.045
CoIr3I4S3Se,2.715,-0.252,12,1318.353,-60.71,0,0.008,726.896,0,0
SnSSe,0,-0.364,3,229.741,-12.71,0,0.009,223.804,0.978,0.837
GaInTe2,0,-0.343,4,439.741,-13.448,0,0.008,318.873,1.117,0.966
NiRhSe2,3.28,-0.256,4,319.541,-22.385,0,0.007,239.378,0,0
HfScBr2SSe,3.011,-1.589,6,494.285,-32.429,0,0.01,406.281,0,0
GaIrI2S2,0,-0.407,6,579.869,-25.735,0,0.008,377.955,0.435,0.437
TiGeI2S2,0,-0.768,6,438.426,-26.928,0,0.01,491.635,0.588,0.486
Sc2Cl2SSe,0,-1.975,6,271.843,-32.302,0,0.008,401.79,1.642,1.614
Ti2V2I4S4,3.222,-0.942,12,833.475,-63.953,0,0.009,742.527,0,0
Mo2I4O4,4.661,-1.2,10,763.514,-60.812,0,0.009,1059.908,0,0
NiRuTa2Se6,0,-0.581,10,995.485,-63.045,0,0.008,642.423,0.389,0.338
Mo2NaCl6O2,1.705,-1.421,11,459.588,-60.305,0,0.005,1286.734,0,0
AgCuBrTe,1.279,-0.155,4,378.918,-11.926,0,0.008,308.601,0,0
Ti3C2Cl2,0.782,-1.224,7,238.523,-50.643,0.001,0.003,196.16,0,0
Sb2Te3,0,-0.121,5,626.32,-19.03,0,0,356.758,0.652,0.337
AgWBr5Se,0,-0.434,8,770.199,-29.203,0,0.008,844.366,0.872,0.802
CrCuMnI4S2,5.489,-0.335,9,742.218,-39.884,0,0.006,777.776,0,0
Pd2I2,3.73,-0.17,4,466.649,-11.276,0,0.007,274.213,0,0
CoNiBrIS2,2.328,-0.326,6,388.555,-28.649,0,0.007,324.625,0,0
Hf2BrISSe,2.06,-1.293,6,674.819,-33.393,0,0.007,403.369,0,0
CdF2,0,-2.245,3,150.411,-10.834,0.002,0.004,190.955,3.85,3.807
Ta4C3O2,3.538,-1.249,9,791.823,-88.415,0,0,212.904,0,0
NbZrBr2IS2Se,0,-1.02,8,613.934,-42.175,0,0.007,647.735,1.261,1.212
HfPdBr4ClI,0,-1.025,8,766.88,-29.13,0,0.008,773.028,1.171,1.065
Nb2W2O11,0,-2.461,15,729.482,-136.911,0,0.006,1110.761,2.387,2.345
Sc3Cl2N2,2.063,-1.976,7,233.782,-48.086,0.001,0.007,213.844,0,0
Ti3H2N2,2.59,-1.084,7,173.631,-51.014,0.002,0.004,166.937,0,0
Ag2As4I2Se3,0,-0.123,11,1006.145,-39.091,0,0.009,1856.943,1.37,1.243
Ga2MgTe4,0,-0.469,7,674.151,-23.524,0,0.008,620.23,0,0.098
Cu2Cl2P4S3,0,-0.257,11,418.067,-47.44,0,0.008,1443.089,1.283,1.274
Cu2As4I2Te3,0,-0.052,11,1063.387,-39.151,0,0.01,1866.428,0.848,0.693
Ba3Mn2Cl2O5,1.975,-2.284,12,672.752,-81.514,0,0.006,660.5,0,0
Ga2Mn2Se5,0.351,-0.481,9,644.177,-46.985,0,0.008,554.324,0,0
Ga2Ni2Te5,5.77,-0.238,9,894.833,-38.47,0,0.004,603.027,0,0
In2Mn2Se5,3.638,-0.433,9,734.367,-46.269,0,0.008,633.897,0,0
Al8S12,0,-1.049,20,600.572,-99.812,0,0.009,2589.599,3.319,3.317
Ga8Se12,0,-0.592,20,1505.436,-76.86,0,0.009,2830.438,1.803,1.776
Nb4Se6,0.978,-0.868,10,845.451,-70.884,0,0.007,1178.881,0,0.005
P4Se6,0,-0.054,10,597.721,-42.896,0,0.01,1796.051,2.031,1.992
Pd6Ta4Se10,0,-0.608,20,2152.022,-109.166,0,0.01,2229.961,0.13,0.104
Ni3P2Se8,0,-0.145,13,869.796,-62.212,0,0.002,1691.168,0.757,0.7
Al2Te5,0,-0.325,7,691.963,-25.775,0,0.01,1180.692,1.322,1.217
In2S5,0,-0.342,7,389.936,-28.308,0,0.009,1086.77,1.671,1.671
Ag2Cl2,0,-0.421,4,286.636,-10.934,0,0,317.521,1.676,1.569
Ni3Ta3Te14,4.205,-0.296,20,2505.324,-101.982,0,0.009,2743.872,0,0
In3Se4,1.077,-0.51,7,660.338,-25.787,0,0.003,574.319,0,0
O14Te6,0,-0.926,20,989.586,-109.483,0,0.009,1669.542,2.301,2.29
Bi2Ga2,0,0.068,4,557.407,-14.882,0,0.009,637.438,0,0.031
Y2Br2,3.379,-1.292,4,337.62,-17.719,0,0.009,459.383,0,0
Hf2Cl2,3.053,-1.182,4,427.88,-23.309,0,0,178.628,0,0
Au2O4Se,0,-0.257,7,536.9,-32.036,0,0.007,957.403,0.946,0.843
Ni4I8,0,-0.091,12,1250.009,-41.909,0,0.008,2071.366,0.656,0.633
Pb2I4,0,-0.619,6,922.018,-17.145,0,0.007,1623.29,2.524,1.701
Pt2F4,0,-1.075,6,466.162,-25.504,0.001,0.009,729.737,1.239,1.099
Rh5Te10,4.332,-0.377,15,1790.527,-73.441,0,0.009,2111.526,0,0
SnAs2Te4,0,-0.067,7,778.953,-26.668,0,0.005,624.204,0.5,0.365
Co2AsTe2,2.232,-0.235,5,447.988,-28.706,0,0.004,404.458,0,0
Zr2AsSe2,1.742,-1.279,5,415.312,-32.828,0,0.01,460.198,0,0
BaH2O2,0,-1.814,5,171.341,-27.796,0,0.006,298.017,3.687,3.659
Zr2CH2,0.593,-0.627,5,196.475,-33.807,0,0.006,189.948,0,0
Ti2SbTe2,2.879,-0.557,5,472.694,-26.979,0,0.003,465.316,0,0
AuBa2Br2O2,0.573,-1.773,7,663.427,-32.614,0,0.004,396.627,0,0
CdSn2Cl2S2,0,-0.708,7,484.854,-25.721,0,0.004,1023.464,2.11,2.093
KW2Br6O2,1.968,-1.238,11,918.2,-57.569,0,0.007,1438.532,0,0
Ni2As4Cl4O6,0,-0.928,16,654.867,-85.879,0,0.009,1476.18,1.211,1.208
Ca2Br4H8S4,0,-0.82,18,536.076,-68.033,0,0.008,1840.055,4.789,4.708
K2MgH4S8Se2,0,-0.404,17,520.956,-63.81,0,0.009,1842.626,1.962,1.957
Li2MgH4S8Te2,0,-0.433,17,553.897,-65.084,0,0.009,1581.992,2.118,2.083
Ba2F2I2,0,-2.962,6,566.46,-27.557,0.001,0.005,702.917,4.276,3.9
Ni4Tl2S6,0,-0.374,12,835.894,-62.943,0,0.006,1314.966,0.851,0.844
SnSb2Se4,0,-0.311,7,678.114,-28.98,0,0.005,604.867,0.457,0.368
CoIn2Se4,1.111,-0.402,7,604.453,-30.5,0,0.002,522.035,0,0
CrIn2Te4,1.847,-0.27,7,792.032,-29.642,0,0.006,648.262,0,0
Al2NiS4,0,-0.806,7,240.896,-36.68,0,0.003,442.249,0.186,0.187
Ga2NiTe4,2.222,-0.269,7,708.539,-27.753,0,0.006,559.362,0,0
PbAs2Te4,0,-0.094,7,867.443,-26.561,0,0.001,628.96,0.782,0.477
Cr2PdTe4,3.463,-0.229,7,720.812,-37.058,0,0.005,546.733,0,0
In2VTe4,0.09,-0.314,7,790.978,-29.069,0,0.002,651.302,0,0.152
Zn2As4S8,0,-0.261,14,686.926,-57.301,0,0.01,1130.824,1.675,1.653
Nb4Cl2Te12,0,-0.488,18,1973.725,-92.121,0,0.01,2876.659,0.805,0.749
Nb4I2S12,0,-0.693,18,1010.154,-105.67,0,0.01,2434.407,0.351,0.318
Sn2SbSe6,1.976,-0.282,9,833.006,-35.953,0,0.002,1297.67,0,0
K2PtH6O6,0,-1.152,15,375.323,-76.763,0,0.01,1205.248,3.068,2.843
K2ZrH6O6,0,-1.684,15,271.463,-85.793,0,0.009,1317.094,4.265,4.248
Al2Br2S2,0,-1.115,6,277.891,-25.494,0,0.009,702.341,2.894,2.865
Mo2H6,1.807,0.086,8,197.948,-41.665,0,0.008,312.315,0,0
W2I6,0,0.001,8,1129.107,-31.83,0,0.005,1287.581,0.426,0.376
Re6I2Te8,0,-0.157,16,2391.851,-101.06,0,0.009,1896.374,0.662,0.375
Na6H2S10,0,-0.56,18,460.555,-65.354,0,0.008,2199.945,2.353,2.353
Ta3Cl7O,0,-1.389,11,806.993,-62.348,0,0.01,1310.84,0.894,0.879
Al2Y2Cl2,1.918,-1.234,6,302.675,-27.831,0,0.004,571.328,0,0
Ta3F7Se,0,-2.563,11,754.803,-72.233,0.001,0.004,1120.449,0.91,0.895
MoW3O8,0,-2.018,12,775.462,-110.869,0,0.001,504.025,1.21,1.185
V3WSe8,4.904,-0.658,12,968.433,-72.813,0,0.007,703.036,0,0
K2Ni2As2,11.351,-0.313,6,345.427,-28.138,0,0.009,321.201,0,0
Ir2Cl2Se2,0,-0.396,6,613.276,-31.462,0,0.009,767.842,1.201,1.187
In2Br2S2,0,-0.698,6,453.564,-21.037,0,0.002,806.073,1.785,1.749
Pd2Br2Se2,2.607,-0.371,6,530.59,-20.001,0,0.01,417.77,0,0
Y2Br2S2,0,-2.016,6,401.74,-32.806,0,0.007,614.111,3.09,3.076
Ni2F2S2,2.816,-0.965,6,219.504,-31.614,0.001,0.001,293.876,0,0
Pd2F2S2,1.313,-0.843,6,314.957,-24.026,0.001,0.002,338.983,0,0
Ni2S2,5.921,-0.28,4,181.507,-23.771,0,0,255.73,0,0
Ga2S2Si2,0,-0.422,6,259.736,-27.292,0,0.004,465.439,1.157,1.14
K2H2O2,0,-1.356,6,112.211,-27.469,0,0.004,541.197,2.88,2.867
Rh2I2S2,0,-0.387,6,523.74,-27.729,0,0.005,787.062,0.854,0.771
P4Si4Te4,0,-0.067,12,746.635,-56.672,0,0.005,1655.93,1.57,1.524
Sb4Si4Te4,0,0.014,12,1109.78,-51.874,0,0.009,1985.273,1.436,1.36
FeI2,1.03,-0.116,3,309.654,-12.347,0,0,343.804,0,0.065
Fe2Te4,0,-0.101,6,622.09,-31.512,0,0,391.231,0.432,0.282
Co2F2Te4,3.028,-0.749,8,666.263,-38.444,0.001,0.009,383.128,0,0
CrHS2,0,-0.447,4,117.124,-22.679,0,0.004,363.554,1.13,1.115
In2ZnS4,0.188,-0.581,7,423.256,-27.086,0,0.001,521.414,0,0.019
Mn2H2Se4,2.878,-0.254,8,427.776,-42.044,0,0.009,395.845,0,0
Li4S8Sb4,0,-0.671,16,771.28,-68.546,0,0.007,1445.336,1.916,1.855
Ta2Br4O2,0,-1.659,8,713.51,-49.492,0,0.005,943.114,0.877,0.835
Ba4Ni2Br2S6,6.454,-1.443,14,1018.863,-69.645,0,0.003,862.092,0,0
Mn2Sr4I2S6,3.337,-1.458,14,906.525,-73.967,0,0.004,888.247,0,0
AgAlP2Te6,0,-0.069,10,962.397,-37.221,0,0.006,1386.182,0.781,0.501
AgP2SbSe6,0,-0.152,10,765.402,-40.394,0,0.01,1303.625,1.307,1.232
AlNaP2Se6,0,-0.482,10,585.745,-41.495,0,0.009,1358.145,2.2,2.133
AuBiP2S6,0,-0.24,10,660.254,-45.405,0,0.009,1206.375,1.887,1.441
Co2As2Se6,0,-0.212,10,741.536,-48.798,0,0.007,642.165,0.155,0.166
BiCuP2S6,0,-0.289,10,526.834,-46.435,0,0.004,1169.929,2.067,1.417
Al2As2S6,0,-0.518,10,396.166,-46.454,0,0.006,607.803,1.145,1.139
Al2In2Se6,0,-0.648,10,757.425,-40.379,0,0.01,956.65,1.764,1.685
Ir2As2Te6,0,-0.207,10,1299.877,-49.173,0,0.003,787.616,0.279,0.336
Ag4Te4,2.119,0,8,941.873,-24.178,0,0.008,531.498,0,0
Rh2As2O6,0,-0.904,10,451.648,-63.402,0,0.004,411.425,0.846,0.857
Pb2Se2,0,-0.51,4,572.342,-16.523,0,0,331.948,1.289,0.789
Co2Nb2Se6,3.68,-0.643,10,777.505,-64.441,0,0.007,1165.053,0,0
Cr2Sn2Te6,0.129,-0.161,10,1107.012,-47.773,0,0.002,1451.874,0.323,0.086
Fe2Ta2Se6,5.37,-0.613,10,947.412,-64.743,0,0.01,1152.441,0,0
In2Ge2Te6,0,-0.194,10,1140.496,-35.723,0,0.008,1511.753,0.873,0.65
Ir2Sb2Se6,0,-0.272,10,1101.78,-50.983,0,0.005,720.99,0.278,0.292
As2Sb2,0,0.088,4,393.363,-17.788,0,0.007,430.997,0.858,0.754
CdHIS,0,-0.411,4,272.386,-11.451,0,0.008,527.091,2.355,1.984
Pt2O6Se2,0,-0.59,10,644.104,-56.321,0,0.009,944.735,1.484,1.305
Rb2Br2Cl8,0,-0.672,12,614.344,-27.335,0,0.004,2129.394,2.485,2.415
Zr2Ge2Se8,0,-0.828,12,959.476,-61.63,0,0.009,1479.364,1.027,0.999
Sn2Zr2Se8,0,-0.851,12,1051.636,-60.991,0,0.009,1582.877,0.919,0.887
Cr2Ta2Se10,3.777,-0.593,14,1255.598,-81.58,0,0.006,1381.042,0,0
K2Ta2F12,0,-3.387,16,668.073,-95.311,0.002,0.009,1115.115,6.218,6.08
Na2Ta2F12,0,-3.336,16,635.856,-94.668,0.002,0.01,1057.582,6.388,6.241
Ag4Cl4H4O4,1.317,-0.53,16,641.301,-60.769,0,0.007,1485.621,0,0.008
Na3F3,0,-2.767,6,125.965,-25.283,0.003,0.006,206.709,5.698,5.677
Cd2Cu2Br2S2,0,-0.51,8,575.848,-24.613,0,0.007,1098.785,0.961,0.944
Cd2Cu2Cl2Te2,0,-0.464,8,678.02,-22.902,0,0.009,1238.765,1.14,1.124
Cu4F4H4O4,0,-1.069,16,398.206,-71.943,0.001,0.008,1062.183,0.47,0.46
Ba4As4F4Se8,0,-1.703,20,1556.756,-94.244,0.001,0.006,1594.377,1.634,1.546
Bi2Hg2Cl2O4,0,-0.897,10,954.041,-44.158,0,0.008,1218.075,2.605,2.556
Mn6Se8,6.444,-0.329,14,961.396,-90.766,0,0.01,859.21,0,0
Co4Ta2S2Se2,4.614,-0.58,10,819.691,-73.466,0,0.008,748.921,0,0
C2Ge2H6O6P2,0,-1.108,18,333.272,-108.833,0,0.009,1127.209,4.61,4.605
Pb2C2H6S6Sb2,0,-0.202,18,880.35,-82.823,0,0.005,1733.347,2.032,1.973
Ag2C6Cl2H8N2,0,-0.175,20,394.78,-111.368,0,0.01,1431.541,1.722,1.671
H2O10P2Te2,0,-1.554,16,479.154,-99.891,0,0.009,1042.326,3.647,3.513
Os2Rb2Cl10N2S2,0,-0.725,18,998.03,-79.955,0,0.007,1814.973,0.391,0.356
In4S6,0,-0.557,10,651.632,-41.086,0,0.01,550.257,1.725,1.723
O3Sb2,0,-1.333,5,291.517,-30.85,0,0.008,350.829,3.453,3.436
Au6I6,0,-0.026,12,1943.226,-27.96,0,0.009,1199.693,1.65,1.507
Rb2Br2,0,-1.723,4,330.744,-11.881,0,0.009,440.316,4.281,4.112
Li6Cl6,0,-1.775,12,254.34,-43.346,0,0.009,753.075,5.669,5.662
Hg3S3,0,-0.105,6,697.956,-15.521,0,0.009,717.274,1.499,1.383
Mn4Se4,0.465,-0.278,8,535.636,-55.026,0,0.01,423.886,0,0.029
Mn3Cl6,0,-1.021,9,377.514,-49.05,0,0.01,943.342,1.911,1.91
Pt2I4,0,-0.127,6,897.786,-19.383,0,0.008,626.258,0.831,0.784
Tl2S,0,-0.336,3,440.82,-10.082,0,0.004,263.483,1.847,1.443
Ti2Cl4Se4,0,-1.096,10,553.418,-45.416,0,0.006,721.541,0.908,0.894
Zr2Br4Se4,0,-1.167,10,817.948,-46.743,0,0.006,834.1,1.416,1.381
Tl2F6,0,-1.877,8,522.75,-29.532,0.003,0.007,420.99,2.508,2.507
Au4Cu4Se4,0,-0.13,12,1357.934,-42.721,0.001,0.01,702.864,0.844,0.768
Bi2I2O2,0,-0.997,6,703.768,-28.537,0,0.009,344.226,1.507,1.017
V2Br2Cl2,0,-1.02,6,332.591,-29.909,0,0.01,436.592,1.281,1.28
Pd2Br2I2,0,-0.286,6,626.457,-15.484,0,0.007,579.221,0.601,0.585
Ca2Cl2I2,0,-1.971,6,404.865,-22.379,0,0.005,579.78,4.275,4.062
Sn2Cl2F2,0,-1.635,6,346.317,-24.665,0.001,0.006,470.548,2.934,2.852
Ag2S6Sb2,0,-0.11,10,651.616,-40.056,0,0.007,665.623,0.545,0.518
In4Cl4Te4,0,-0.699,12,1111.472,-39.395,0,0.009,1100.73,2.263,2.006
Cs2Mg2P2,0,-0.623,6,376.368,-19.368,0,0.007,426.049,0.438,0.41
In2I2Te2,0,-0.418,6,738.645,-17.401,0,0.005,648.317,0.965,0.582
K2Li2S2,0,-1.195,6,156.197,-21.544,0,0.009,355.959,1.602,1.574
Ni2Tl2P2,1.939,-0.235,6,588.094,-31.631,0,0.007,322.938,0,0
In2H2S4,0,-0.437,8,359.892,-31.98,0,0.009,432.134,1.883,1.881
Ag2Cu2I6,10.064,-0.149,10,1104.255,-23.396,0,0.008,859.632,0,0
Au2Pb2I6,0,-0.414,10,1569.76,-26.79,0,0.004,1048.802,1.978,1.256
Cu2Hg2Br6,0,-0.425,10,1007.7,-22.885,0,0.01,799.805,0.744,0.737
Cu2Pb2I6,0,-0.461,10,1302.919,-28.347,0,0.007,1026.222,2.26,1.456
Hg2Na2I6,0,-0.707,10,1208.59,-20.328,0,0.008,1036.053,2.154,1.847
Sb2Si2Te6,0,-0.122,10,1065.29,-40.055,0,0.004,863.599,1.026,0.832
As4O6,0,-1.215,10,395.68,-61.55,0,0.01,1268.698,3.915,3.876
Nb3Te6,6.391,-0.46,9,1044.319,-54.35,0,0.007,1190.428,0,0
Pt2Te2,2.408,-0.333,4,645.368,-20.45,0,0.008,466.305,0,0
Al2Si2Te6,0,-0.27,10,875.733,-40.2,0,0.009,1384.584,1.366,1.115
Au4I4Te4,0,-0.16,12,1805.884,-33.168,0,0.008,2009.84,1.223,1.071
Cr2P2S8,0,-0.458,12,422.42,-67.666,0,0.009,788.549,0.82,0.819
O8P2Sb2,0,-1.864,12,433.46,-82.903,0,0.007,1118.231,4.408,4.374
Pd4P4S4,0,-0.456,12,677.815,-58.528,0,0.01,1114.336,1.202,1.195
RuCl2O,1.026,-0.798,4,187.969,-21.348,0,0.001,434.768,0,0
Zr2Ge2Te8,0,-0.522,12,1348.508,-55.739,0,0.008,1672.566,0.695,0.522
As2H2O10Te2,0,-1.114,16,567.049,-91.45,0,0.006,1087.87,3.435,3.389
CdPb2Cl2O2,0,-1.212,7,629.712,-30.75,0,0.006,813.965,3.149,2.869
Cu4Cl4H4O4,0,-0.712,16,464.012,-67.028,0,0.009,1157.973,0.402,0.403
InNaI4O12,0,-0.517,18,837.414,-80.775,0,0.007,1345.68,2.841,2.81
Zn2H4O8Se2,0,-1.097,16,420.726,-81.172,0,0.008,949.839,4.5,4.452
Cr2Te4,3.045,-0.199,6,614.392,-32.829,0,0.009,432.982,0,0
Ti4Se8,0,-1.131,12,823.236,-68.197,0,0.01,785.852,0.066,0.044
As2,0,0.005,2,149.843,-9.316,0,0,174.231,1.614,1.483
Ti4C3H2O2,3.568,-1.211,11,261.515,-84.639,0,0,220.507,0,0
Fe2S2,1.722,-0.496,4,175.81,-28.222,0,0,229.776,0,0
CoI2,1.724,-0.051,3,312.742,-11.339,0,0,327.864,0,0
MnO2,0,-1.642,3,86.936,-24.892,0,0,123.379,1.132,1.132
NbS2,1.838,-1.052,3,157.026,-21.638,0,0,178.37,0,0
NiS2,0,-0.252,3,122.813,-16.158,0,0,169,0.626,0.583
PtO2,0,-0.549,3,227.082,-18.25,0,0,144.904,1.662,1.674
SbSe2,3.753,-0.148,3,279.702,-11.815,0,0,236.666,0,0
SnI2,0,-0.454,3,372.519,-8.374,0,0,321.863,2.159,1.926
Ti2I4,0,-0.717,6,603.352,-23.595,0,0,459.925,0.157,0.155
VS2,1.384,-0.862,3,115.061,-19.268,0,0,158.666,0,0
ZnI2,0,-0.613,3,319.189,-5.979,0,0,333.732,2.673,2.431
Zr2Cl4,0,-1.673,6,324.248,-31.985,0,0,385.863,0.612,0.611
MgH2O2,0,-1.768,5,22.042,-27.354,0,0,166.939,3.364,3.352
Ti2NS2,1.553,-1.437,5,173.861,-37.071,0,0,170.228,0,0
Bi2SeTe2,0.055,-0.297,5,752.132,-20.727,0,0,360.761,0.86,0.121
CuSr2I2O2,0.995,-1.759,7,524.593,-32.54,0,0,348.748,0,0
Cr2Cl6,0,-1.169,8,316.692,-38.876,0,0,561.292,1.737,1.735
Hf2Se6,0,-1.016,8,830.806,-44.039,0,0,432.979,0.41,0.272
Rh2Cl6,0,-0.682,8,418.511,-30.462,0,0,566.277,1.616,1.59
Ti2Te6,3.904,-0.491,8,861.334,-36.535,0,0,480.361,0,0
CrW3Te8,0,-0.099,12,1624.316,-70.695,0,0,810.616,0.727,0.543
Co2Br2Se2,2.001,-0.375,6,435.616,-28.841,0,0,353.724,0,0
ZrBrI,0,-1.086,3,298.032,-13.724,0,0,216.493,0.835,0.774
Rh2Br2S2,0.254,-0.524,6,429.739,-28.767,0,0,357.197,0,0.043
Co2Cl2O2,0.393,-0.846,6,220.764,-35.353,0,0,246.118,0,0
Ga2Cl2O2,0,-1.531,6,242.344,-28.812,0,0,270.577,3.674,3.674
Ti2Cl2N2,0,-1.574,6,194.648,-43.101,0,0,276.412,0.62,0.62
Rh2Cl2O2,0.188,-0.651,6,308.709,-32.018,0,0,285.847,0,0.04
Pd2Cl2S2,1.222,-0.395,6,347.86,-21.734,0,0,382.372,0,0
Li2H2S2,0,-0.778,6,80.016,-23.255,0,0,383.57,3.994,3.969
HfSeTe,0.126,-1.084,3,385.061,-17.445,0,0,253.157,0,0
Zr2I2S2,2.116,-1.385,6,500.377,-34.226,0,0,417.224,0,0
Li2Mn2P2,2.335,-0.513,6,185.704,-37.022,0,0,245.797,0,0
VSSe,1.389,-0.78,3,161.972,-18.425,0,0,181.544,0,0
TaSeTe,2.302,-0.561,3,387.519,-18.186,0,0,218.631,0,0
Ag2Cl2Te4,0,-0.248,8,797.036,-24.054,0,0,875.206,1.387,1.291
Cu2Cl2Te4,0,-0.279,8,708.392,-25.974,0,0,778.651,0.908,0.853
Mo2W2S8,0,-0.9,12,816.06,-88.804,0,0,637.866,1.697,1.532
Cd2I2Te,0,-0.48,5,606.237,-10.414,0,0.01,641.369,2.071,1.906
Ni4S5Se3,0,-0.256,12,631.987,-62.897,0,0.007,716.273,0.359,0.287
Zr2CCl2,2.462,-1.548,5,265.359,-35.337,0,0.006,214.288,0,0
Pd2Cl5I,0,-0.368,8,516.994,-20.989,0,0.01,643.066,0.222,0.223
Bi2GeI4Se2,0,-0.411,9,1156.151,-30.444,0,0.01,905.489,1.6,0.763
GaPdBr6,0,-0.544,8,655.567,-20.586,0,0.007,681.038,0.356,0.355
Pd2F2Se2,2.477,-0.873,6,408.779,-23.019,0.001,0.001,362.506,0,0
Au3InBr4O4,0,-0.392,12,1089.33,-43.69,0,0.01,726.331,0.527,0.475
BaBrI,0,-2.01,3,344.135,-10.921,0,0.007,408.151,4.479,4.137
TiBrTe,0,-0.903,3,255.371,-14.187,0,0.007,211.851,0.181,0.183
CrISe,0,-0.474,3,257.872,-15.791,0,0.005,222.587,0.802,0.721
HfZrSe2,2.317,-1.117,4,427.656,-26.343,0,0.007,244.844,0,0
KW2Cl6O2,1.563,-1.503,11,651.476,-61.686,0,0.009,1358.034,0,0
Mo2NaI6O2,6.089,-0.877,11,1008.315,-52.481,0,0.01,1496.861,0,0
Ti4C3O2,1.258,-1.502,9,259.499,-78.181,0,0,195.931,0,0
In2I2STe,0,-0.416,6,643.105,-18.264,0,0.009,632.373,0.833,0.833
Hf2I2Te2,2.542,-0.796,6,865.989,-29.152,0,0.009,475.755,0,0
AgGaBr4Cl2,0,-0.525,8,568.107,-19.85,0,0.008,700.957,0.516,0.444
OsVBr4O2,3.581,-0.957,8,592.785,-43.96,0,0.006,509.028,0,0
SnZnCl2I4,0,-0.585,8,762.608,-19.401,0,0.007,782.52,1.276,1.101
Ti4Cl2IPS5,3.108,-1.215,13,580.546,-73.356,0,0.009,845.224,0,0
PdZnP2Se6,0,-0.208,10,707.574,-38.706,0,0.009,639.894,0.077,0.065
AgAuBr4,0,-0.263,6,624.451,-13.887,0,0.009,601.103,0.523,0.547
PbGeSSe,0,-0.359,4,390.861,-17.27,0,0.009,314.082,1.194,0.846
In2Y2I2,0.391,-0.89,6,661.257,-23.207,0,0.007,667.958,0.065,0.012
Ni2I2Te2,3.836,-0.215,6,626.396,-25.153,0,0.008,430.746,0,0
Zr5BBr2PS2Se,3.869,-1.373,12,800.803,-80.37,0,0.008,661.395,0,0
Rh2I2Se2,0,-0.401,6,617.562,-26.625,0,0.009,832.663,0.978,0.887
In2Ni2Te5,5.97,-0.204,9,985.023,-37.878,0,0.008,659.788,0,0
Nb4Te6,5.5,-0.493,10,1137.225,-65.465,0,0.008,1254.654,0,0
Cu2Se2,2.847,-0.086,4,285.034,-14.66,0,0,231.3,0,0
CdBr2GeSSe,0,-0.518,6,455.883,-19.282,0,0.007,527.081,0.615,0.617
Zr4N3S2,2.909,-1.671,9,471.037,-77.86,0.001,0.005,242.425,0,0
Zr3C2H2,1.303,-0.683,7,299.71,-52.076,0,0.005,217.476,0,0
Co2Ga2Se5,3.952,-0.37,9,652.167,-43.009,0,0.007,534.458,0,0
Ga2Mn2Se5,1.83,-0.458,9,644.177,-46.775,0,0.007,589.312,0,0
In2Mn2Se5,3.183,-0.444,9,734.367,-46.37,0,0.007,588.835,0,0
